model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3380,720,1,0.58585,3380.0,737.56,3391.12,744.66,11.12,7.1,78.93,3389.0,739.66,3384.74,741.27,3380.16,743.21,5.7313,10.7085,4.8478,7.0959,9.518,28.55,4.548,4.972,0.915,0.089,201.9,509381.99,5209225.03,509369.23,5209220.19,509355.49,5209214.38,2.65,13,1,1.384
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3140,760,1,0.49583,3141.25,774.88,3160.43,786.32,19.18,11.44,219.48,3144.39,781.58,3148.69,780.93,3155.97,779.62,6.2779,14.3095,15.9763,12.1879,11.74,35.22,4.349,7.392,0.588,0.074,9.6,508648.17,5209099.26,508661.07,5209101.22,508682.9,5209105.14,4.07,20,1,1.024
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3140,780,1,0.93909,3141.39,780.02,3158.66,783.1,17.27,3.07,53.11,3144.54,781.1,3148.86,781.41,3155.84,781.1,7.0004,15.8001,14.3036,12.3681,11.294,33.88,4.329,6.983,0.62,0.307,0.0,508648.63,5209100.7,508661.59,5209099.78,508682.51,5209100.7,3.15,20,1,1.011
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3140,780,0,0.21471,3144.85,780.0,3165.61,782.5,20.76,2.5,51.91,3145.01,780.78,3149.3,781.09,3154.9,781.09,-0.014,9.8314,13.2674,7.6949,9.891,29.67,4.296,5.602,0.767,0.177,358.2,508650.04,5209101.66,508662.89,5209100.72,508679.7,5209100.72,2.26,20,1,1.178
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,1880,960,1,0.18846,1880.0,970.69,1896.86,983.66,16.86,12.97,218.73,1892.07,980.84,1888.43,977.51,1883.14,974.18,5.2909,10.8004,15.589,10.5601,11.132,33.4,4.928,6.248,0.789,0.494,143.3,504891.2,5208501.49,504880.29,5208511.47,504864.42,5208521.45,2.47,1,1,0.79
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,1900,980,1,0.20206,1900.0,989.02,1916.01,1002.11,16.01,13.09,209.47,1912.9,997.04,1908.33,995.07,1903.1,991.47,5.2401,9.7262,12.7837,9.25,11.268,33.8,4.977,6.346,0.784,0.55,150.4,504953.71,5208452.89,504939.99,5208458.78,504924.31,5208469.58,2.08,2,1,1.395
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,2360,1120,1,0.32332,2360.0,1131.38,2372.24,1137.39,12.24,6.02,73.64,2370.09,1133.43,2365.46,1134.07,2360.5,1133.43,7.0764,11.0484,7.977,8.7006,9.592,28.78,4.674,5.002,0.934,0.633,180.0,506325.26,5208043.7,506311.37,5208041.8,506296.49,5208043.7,3.65,6,1,1.775
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,2640,1400,1,0.07197,2640.0,1408.79,2646.54,1422.65,6.54,13.86,90.59,2641.14,1418.85,2642.45,1415.88,2641.47,1408.95,0.6247,8.7221,14.0204,7.7891,9.905,29.72,3.245,6.999,0.464,1.208,88.1,507138.43,5207187.44,507142.35,5207196.35,507139.41,5207217.14,129.7,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,2640,1520,1,0.15089,2640.0,1529.67,2643.13,1545.09,3.13,15.42,48.3,2641.1,1531.15,2641.41,1536.4,2641.72,1542.63,3.5765,12.9308,13.6723,10.0599,11.5,34.5,5.259,6.242,0.843,0.027,273.1,507138.29,5206850.55,507139.23,5206834.81,507140.17,5206816.1,2.94,28,1,1.732
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,2580,1840,1,0.16649,2580.0,1848.29,2592.9,1860.18,12.9,11.89,153.32,2583.8,1858.03,2585.79,1854.4,2587.44,1848.46,1.6176,9.3022,10.0058,6.9752,10.243,30.73,4.139,6.169,0.671,0.565,69.2,506966.41,5205869.91,506972.36,5205880.8,506977.33,5205898.63,0.89,32,1,0.706
