model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,15,0,1,0.97457,17.69,17.15,34.82,24.0,17.13,6.85,117.42,32.02,20.9,27.08,20.25,17.86,21.23,2.8324,3.545,-0.1533,2.0747,14.171,42.51,4.985,9.277,0.537,0.766,181.3,499311.07,5211381.3,499296.24,5211383.26,499268.57,5211380.32,4921.55,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,15,15,1,0.61427,18.05,15.5,34.55,24.54,16.5,9.05,149.29,31.74,20.5,27.12,20.18,18.54,21.15,2.2807,3.7512,-1.4817,1.5167,13.216,39.65,4.631,8.635,0.536,0.549,182.8,499310.23,5211382.49,499296.37,5211383.46,499270.63,5211380.55,4921.51,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,90,15,1,0.06304,90.0,25.49,107.73,33.65,17.73,8.15,144.53,91.48,27.29,99.03,29.57,106.91,29.24,-5.9846,0.5339,-1.5478,-2.3329,15.553,46.66,7.888,7.885,1.0,1.315,352.8,499489.43,5211362.14,499512.08,5211355.29,499535.72,5211356.27,4714.64,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,90,30,1,0.23502,92.62,38.75,108.49,47.88,15.87,9.13,144.84,105.68,45.11,101.38,43.48,95.1,42.18,2.7659,3.5431,1.5469,2.6186,10.979,32.94,4.597,6.415,0.716,0.422,164.5,499532.04,5211308.67,499519.15,5211313.56,499500.3,5211317.47,4690.21,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,105,45,1,0.24969,114.51,57.7,124.29,69.0,9.77,11.3,110.45,115.33,61.52,117.93,63.18,121.84,66.84,0.4433,2.1624,-3.2365,-0.2103,8.411,25.23,3.091,5.353,0.578,0.36,320.8,499560.98,5211259.43,499568.8,5211254.45,499580.53,5211243.48,4620.09,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,105,45,0,0.13424,109.97,59.78,128.23,69.0,18.27,9.22,168.35,113.45,62.25,117.44,63.9,122.09,67.19,3.2014,3.7969,-1.2405,1.9193,9.947,29.84,4.312,5.697,0.757,0.549,330.2,499555.36,5211257.24,499567.31,5211252.31,499581.26,5211242.43,4620.53,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,105,60,1,0.8046,109.94,60.0,128.27,70.15,18.32,10.15,185.97,113.78,62.13,117.44,64.42,121.44,68.02,3.9084,3.6497,-0.4232,2.3783,9.667,29.0,4.322,5.381,0.803,0.417,322.4,499556.33,5211257.62,499567.32,5211250.74,499579.32,5211239.94,4619.86,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,195,135,1,0.20938,209.11,150.46,219.0,159.0,9.89,8.54,84.45,216.86,156.86,214.55,156.86,211.26,152.26,-1.4804,1.551,-4.6637,-1.531,7.249,21.75,2.307,5.659,0.408,1.464,140.6,499865.57,5210973.41,499858.65,5210973.41,499848.77,5210987.21,4240.57,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,195,150,1,0.95741,206.18,156.99,218.54,173.67,12.35,16.68,206.06,209.92,160.1,211.87,164.02,216.1,170.24,-0.193,2.1904,1.0769,1.0248,11.872,35.62,4.383,7.515,0.583,0.376,301.3,499844.77,5210963.71,499850.62,5210951.94,499863.3,5210933.29,4239.54,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,195,150,0,0.10836,212.66,158.37,218.72,172.93,6.07,14.56,88.35,215.69,158.54,214.09,165.82,216.33,170.45,-2.5052,0.2994,1.1524,-0.3511,11.93,35.79,7.453,5.144,1.449,1.984,273.1,499862.07,5210968.38,499857.28,5210946.54,499863.99,5210932.65,4231.3,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,210,150,1,0.57969,210.0,157.26,221.11,174.0,11.11,16.74,185.95,215.72,160.05,213.76,165.63,217.68,171.21,-2.0981,-0.1192,5.5249,1.1025,11.332,34.0,5.915,6.82,0.867,2.896,280.0,499862.15,5210963.85,499856.27,5210947.11,499868.03,5210930.37,4232.45,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,195,165,1,0.17952,209.63,165.0,219.0,174.27,9.37,9.27,86.87,211.41,165.17,213.99,166.49,217.22,171.13,-2.8466,0.4953,0.088,-0.7544,8.328,24.98,2.904,5.651,0.514,0.925,314.3,499849.22,5210948.5,499856.98,5210944.53,499866.67,5210930.62,4230.8,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,210,165,1,0.45495,225.46,178.72,234.0,188.67,8.54,9.96,85.03,227.27,180.87,229.24,183.2,232.19,186.51,-1.8941,2.3507,-5.222,-1.5885,7.49,22.47,3.046,4.444,0.685,0.044,311.1,499896.8,5210901.38,499902.71,5210894.41,499911.58,5210884.46,4169.27,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,225,165,1,0.12567,225.0,178.67,234.25,188.57,9.25,9.89,91.47,226.82,181.15,229.13,183.13,234.08,187.41,-1.8915,2.4633,-2.1718,-0.5333,9.593,28.78,3.043,6.551,0.464,0.011,319.2,499895.45,5210900.56,499902.38,5210894.62,499917.24,5210881.76,4169.65,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,225,165,0,0.05149,225.0,174.7,239.13,189.0,14.13,14.3,202.06,226.15,180.52,229.11,182.52,236.01,186.17,-0.9498,2.5563,2.0132,1.2066,11.366,34.1,3.568,7.812,0.457,0.26,330.2,499893.45,5210902.43,499902.33,5210896.45,499923.04,5210885.48,4170.4,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,210,180,1,0.16526,224.62,180.0,234.0,189.88,9.38,9.88,92.68,227.04,181.15,228.99,182.47,232.22,187.08,-1.9531,0.3789,-5.3593,-2.3112,7.869,23.61,2.346,5.632,0.417,0.596,311.1,499896.13,5210900.54,499901.96,5210896.59,499911.66,5210882.76,4170.8,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,225,180,1,0.0697,225.2,180.0,236.91,189.67,11.71,9.67,113.23,226.01,181.13,228.94,182.1,234.79,186.93,-1.2741,-0.1534,-0.4575,-0.6283,10.526,31.58,3.083,7.593,0.406,0.807,326.6,499893.04,5210900.62,499901.82,5210897.71,499919.38,5210883.21,4171.36,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,270,195,1,0.27776,286.76,206.78,294.0,219.0,7.24,12.22,88.46,290.55,216.19,290.55,212.89,291.2,216.19,-5.4377,1.6735,-1.3682,-1.7108,0.658,1.97,3.303,3.368,0.981,3.303,0.0,500086.64,5210795.42,500086.64,5210805.33,500088.61,5210795.42,3965.27,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,255,210,1,0.17594,267.86,225.73,278.69,234.0,10.83,8.27,89.53,270.65,228.54,272.94,230.86,276.55,231.85,-0.1089,1.1177,-2.6044,-0.5319,6.769,20.31,3.261,3.743,0.871,0.898,330.8,500026.94,5210758.37,500033.83,5210751.43,500044.66,5210748.45,3994.25,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,270,210,1,0.13865,286.91,210.0,294.0,218.97,7.09,8.97,63.62,292.55,210.17,290.62,212.83,291.58,217.15,-6.5372,1.0977,-2.3576,-2.599,7.046,21.14,3.288,4.427,0.743,1.55,262.1,500092.65,5210813.5,500086.85,5210805.52,500089.75,5210792.56,3965.15,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,255,225,1,0.33726,267.58,225.0,278.98,238.92,11.4,13.92,158.64,270.35,227.82,272.63,231.13,276.86,236.1,-0.143,2.9733,0.7994,1.2099,10.538,31.62,4.022,6.529,0.616,0.256,308.2,500026.04,5210760.55,500032.88,5210750.61,500045.58,5210735.7,3994.84,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,285,240,1,0.12233,293.24,257.01,309.0,264.0,15.76,6.99,110.13,297.67,261.5,301.28,262.17,306.21,261.84,0.3987,0.6022,-1.4194,-0.1395,8.546,25.64,3.674,4.938,0.744,0.524,357.8,500108.01,5210659.49,500118.85,5210657.49,500133.62,5210658.49,3881.3,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,285,255,1,0.40571,294.78,255.0,306.3,270.33,11.51,15.33,176.54,297.58,260.38,300.21,262.99,304.16,267.23,-1.4746,2.5584,-0.3432,0.2469,9.499,28.5,3.706,5.794,0.64,0.09,313.8,500107.74,5210662.85,500115.63,5210655.02,500127.47,5210642.3,3883.45,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,300,255,1,0.07109,300.0,257.91,307.05,271.16,7.05,13.25,93.39,300.16,260.06,301.12,263.04,304.97,268.34,-5.2479,0.7264,1.5459,-0.9919,9.574,28.72,3.132,6.548,0.478,0.665,300.1,500115.48,5210663.81,500118.36,5210654.87,500129.9,5210638.97,3880.84,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,315,270,1,0.81581,326.33,270.33,338.78,287.35,12.45,17.02,211.88,336.32,283.58,333.05,279.33,328.79,273.76,0.2095,1.34,2.2709,1.2735,12.377,37.13,5.37,7.007,0.766,0.009,127.5,500223.97,5210593.25,500214.14,5210606.02,500201.37,5210622.71,3774.05,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,330,270,1,0.19826,336.62,283.73,349.18,294.0,12.56,10.27,128.94,339.1,286.22,342.74,289.2,338.77,285.89,0.6478,1.8149,-7.4429,-1.66,0.468,1.4,4.701,5.167,0.91,0.468,134.9,500232.31,5210585.35,500243.22,5210576.41,500231.32,5210586.34,3736.56,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,330,285,1,0.22468,343.95,290.43,354.0,301.73,10.05,11.31,113.57,345.74,293.25,348.65,295.58,345.74,292.59,-0.3571,1.6545,-7.1707,-1.9577,0.665,2.0,3.731,4.179,0.893,2.917,90.0,500252.21,5210564.24,500260.96,5210557.26,500252.21,5210566.24,3713.36,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,345,300,1,0.66338,357.14,304.0,369.0,318.58,11.86,14.59,173.04,366.53,315.44,363.89,312.45,359.94,306.82,4.2281,3.7445,2.5926,3.5217,10.851,32.55,3.981,6.885,0.578,0.282,127.4,500314.59,5210497.69,500306.68,5210506.65,500294.82,5210523.55,3653.33,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,345,300,0,0.18641,347.03,305.67,362.89,322.43,15.86,16.76,265.89,351.16,310.44,354.13,313.73,360.08,318.66,-3.7579,2.8942,-0.3236,-0.3958,12.13,36.39,4.433,7.726,0.574,0.403,317.4,500268.48,5210512.68,500277.4,5210502.82,500295.25,5210488.03,3679.73,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,360,300,1,0.07241,360.0,304.82,370.79,319.47,10.79,14.65,158.11,367.69,314.98,365.4,312.64,361.14,318.3,1.1363,3.4845,-1.0752,1.1819,7.34,22.02,3.267,7.079,0.461,3.116,207.0,500318.06,5210499.07,500311.19,5210506.07,500298.43,5210489.09,3648.88,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,435,360,1,0.15879,441.07,379.61,456.28,384.0,15.22,4.39,66.82,453.8,382.28,450.16,382.28,443.88,381.02,-0.4038,0.6128,2.1492,0.7861,10.004,30.01,3.639,6.41,0.568,0.456,172.8,500576.41,5210297.17,500565.49,5210297.17,500546.63,5210300.94,3341.7,,0,
