model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,1500,705,1,0.17247,1504.59,706.88,1520.66,721.46,16.08,14.58,234.48,1517.55,715.99,1512.62,713.67,1506.72,711.02,7.1737,9.1565,13.7288,10.0197,11.914,35.74,5.441,6.474,0.84,0.055,155.3,503767.64,5209296.03,503752.87,5209302.99,503735.15,5209310.94,4.5,0,1,1.05
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3375,720,1,0.68082,3375.33,738.62,3392.64,744.0,17.31,5.38,93.11,3389.14,740.68,3384.48,740.99,3378.16,741.31,5.3545,15.6531,13.1354,11.381,11.005,33.02,4.672,6.334,0.738,0.048,183.3,509382.43,5209221.96,509368.44,5209221.02,509349.47,5209220.07,3.25,13,1,1.589
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3330,735,1,0.94543,3330.0,749.93,3344.88,759.0,14.88,9.07,134.97,3342.4,753.65,3337.44,754.63,3331.49,754.63,7.1677,14.4309,14.0576,11.8854,10.954,32.86,5.054,5.951,0.849,0.528,185.1,509242.2,5209183.04,509227.32,5209180.12,509209.46,5209180.12,1.29,15,1,0.787
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3345,735,1,0.34919,3351.06,741.96,3369.0,756.32,17.94,14.36,257.69,3365.84,746.69,3360.19,749.31,3352.55,751.59,5.663,14.8405,12.1444,10.8826,14.164,42.49,6.223,7.977,0.78,0.498,200.2,509312.53,5209203.92,509295.58,5209196.08,509272.66,5209189.23,2.67,14,1,0.896
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3360,735,1,0.20355,3371.14,745.46,3384.0,757.8,12.86,12.34,158.63,3374.28,753.42,3378.56,751.15,3376.58,745.63,5.1424,13.4062,12.6316,10.3934,8.128,24.38,4.851,5.864,0.827,3.464,73.5,509337.83,5209183.74,509350.68,5209190.56,509344.75,5209207.12,2.75,16,1,3.609
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3375,735,1,0.25708,3375.33,736.78,3394.69,747.23,19.36,10.45,202.25,3388.95,739.56,3384.03,741.52,3377.14,744.45,4.776,12.5577,13.6245,10.3194,12.787,38.36,5.297,7.491,0.707,0.075,202.5,509381.85,5209225.33,509367.08,5209219.45,509346.41,5209210.64,1.97,13,1,0.839
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3375,735,0,0.12705,3375.0,743.74,3381.76,757.7,6.76,13.96,94.42,3376.13,753.55,3378.06,750.89,3376.77,744.57,2.1978,9.6947,16.8423,9.5782,8.997,26.99,3.287,6.445,0.51,1.737,85.9,509343.38,5209183.36,509349.18,5209191.34,509345.31,5209210.28,4.25,16,1,4.317
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3375,735,0,0.06933,3375.0,746.81,3386.75,754.76,11.75,7.95,93.44,3375.49,752.94,3378.43,750.95,3384.63,748.63,1.6729,8.2786,12.6167,7.5228,10.104,30.31,3.547,6.621,0.536,0.546,25.2,509341.47,5209185.19,509350.28,5209191.15,509368.89,5209198.11,3.46,16,1,1.131
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3165,750,1,0.95816,3165.52,768.61,3184.91,773.85,19.38,5.24,101.64,3181.79,770.74,3176.86,771.07,3168.97,771.72,6.7186,16.6564,14.5182,12.6311,12.851,38.55,4.939,7.912,0.624,0.05,184.4,508760.36,5209131.78,508745.58,5209130.8,508721.92,5209128.83,1.17,19,1,0.88
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,3165,750,0,0.06274,3165.0,770.74,3182.85,770.94,17.85,0.2,3.64,3182.03,770.91,3176.74,770.91,3168.14,770.91,3.6652,14.4832,13.3509,10.4997,13.887,41.66,5.29,8.597,0.615,0.0,180.0,508761.08,5209131.28,508745.21,5209131.28,508719.42,5209131.28,1.77,19,1,1.189
