model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,0,0,1,0.08506,15.73,16.01,33.73,23.79,18.01,7.78,140.07,30.62,20.38,26.37,19.41,18.84,21.03,2.604,8.3274,9.7385,6.89,11.804,35.41,4.366,7.702,0.567,1.205,183.1,499306.87,5211382.85,499294.1,5211385.77,499271.51,5211380.9,4924.55,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,180,120,1,0.20905,206.19,158.09,215.69,166.72,9.51,8.64,82.11,212.25,165.23,211.6,162.9,207.99,164.89,2.2562,6.3958,4.4591,4.3704,4.276,12.83,2.416,4.121,0.586,2.267,175.5,499851.76,5210948.32,499849.79,5210955.29,499838.97,5210949.32,4241.61,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,180,150,1,0.08442,206.18,155.95,216.01,170.33,9.83,14.38,141.44,212.57,165.26,211.26,163.3,215.85,169.51,-0.8248,3.8037,4.8823,2.6204,5.367,16.1,2.359,7.722,0.306,0.16,307.7,499852.71,5210948.22,499848.78,5210954.1,499862.55,5210935.47,4242.08,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,180,150,0,0.06075,207.91,159.0,221.88,172.33,13.97,13.33,186.32,211.73,165.16,214.06,165.83,217.72,169.5,-0.5915,3.4471,9.9981,4.2846,7.392,22.18,2.423,5.181,0.468,0.825,324.1,499850.2,5210948.51,499857.19,5210946.51,499868.17,5210935.51,4231.37,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,210,150,1,0.09565,221.91,178.2,239.35,186.87,17.44,8.67,151.18,226.68,181.89,229.64,183.17,235.24,186.38,1.626,7.3364,7.7138,5.5587,9.663,28.99,3.228,6.449,0.5,0.241,332.3,499895.04,5210898.33,499903.93,5210894.48,499920.71,5210884.85,4168.17,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,210,150,0,0.07051,224.51,174.16,235.09,189.36,10.58,15.19,160.74,226.33,181.93,229.96,182.92,234.92,186.88,1.1421,6.836,7.8711,5.2831,9.922,29.76,3.769,6.348,0.594,0.958,330.0,499893.98,5210898.22,499904.89,5210895.25,499919.77,5210883.36,4167.57,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,270,240,1,0.10363,295.67,258.42,306.93,270.53,11.26,12.11,136.41,298.48,262.51,301.46,263.82,304.44,267.75,1.764,6.3749,10.2654,6.1347,7.936,23.81,3.256,4.932,0.66,0.984,318.7,500110.44,5210656.46,500119.38,5210652.54,500128.32,5210640.75,3879.07,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,420,360,1,0.16787,443.58,379.45,456.22,391.23,12.64,11.79,148.94,455.06,385.83,450.07,384.52,445.41,380.59,0.4928,6.9637,8.6601,5.3722,10.975,32.92,5.157,6.092,0.847,1.23,151.5,500580.17,5210286.51,500565.21,5210290.44,500551.24,5210302.22,3339.97,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,420,360,0,0.05286,438.81,378.86,459.93,393.51,21.13,14.65,309.46,455.81,385.68,450.85,384.35,444.58,381.02,-0.3105,5.1974,10.0704,4.9857,12.153,36.46,5.128,7.101,0.722,0.669,157.4,500582.42,5210286.95,500567.56,5210290.95,500548.75,5210300.93,3337.87,,0,
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,480,420,1,0.07393,502.28,438.02,517.34,445.39,15.06,7.37,110.94,506.37,441.06,509.97,442.34,514.56,443.94,-1.7679,3.7323,7.1382,3.0342,8.678,26.03,3.822,4.855,0.787,0.012,340.6,500734.12,5210120.82,500744.92,5210116.97,500758.67,5210112.17,3118.88,,0,
