model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,0.3,80,123,82,1.025,2.5,42,0.5122,0.5375,0.5245,42,0.5122,0.525,0.5185,0,1,0.9625,1.126,1.277,0.361,0.4572,0.7104,0.8447,0.9234,0.6634,8.4599,30.77,0.411,912,4.44,18.47,168.9
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,0.5,80,78,57,0.713,28.8,37,0.6491,0.4625,0.5401,37,0.6491,0.4625,0.5401,0,0,0.875,1.126,1.233,0.584,0.7021,0.7887,0.8975,0.9397,0.7819,9.0069,31.71,0.412,912,4.44,12.84,168.9
kprcnn-adamiak-v2,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:unspecified,0,1,0.7,80,52,43,0.537,46.2,31,0.7209,0.3875,0.5041,31,0.7209,0.3875,0.5041,0,0,0.6,1.126,1.103,0.7404,0.7686,0.8444,0.9089,0.9489,0.8419,9.3808,31.95,0.355,912,4.44,9.69,168.9
kprcnn-adamiak-v2,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.3,89,151,99,1.112,11.2,58,0.5859,0.6517,0.617,58,0.5859,0.6517,0.617,0,0,0.9326,0.885,0.923,0.4007,0.5925,0.7442,0.8793,0.9489,0.7142,9.0747,33.08,0.489,937,4.548,21.77,184.9
kprcnn-adamiak-v2,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.5,89,109,78,0.876,12.4,53,0.6795,0.5955,0.6347,53,0.6795,0.5955,0.6347,0,0,0.9326,0.885,0.938,0.6039,0.6939,0.8236,0.9045,0.9546,0.799,9.8438,33.97,0.388,937,4.548,17.15,184.9
kprcnn-adamiak-v2,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.7,89,74,58,0.652,34.8,43,0.7414,0.4831,0.585,43,0.7414,0.4831,0.585,0,0,0.809,0.885,0.893,0.7365,0.7919,0.8703,0.929,0.958,0.8577,10.2508,35.34,0.367,937,4.548,12.75,184.9
kprcnn-adamiak-v2,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.3,56,110,68,1.214,21.4,36,0.5294,0.6607,0.5878,36,0.5294,0.6429,0.5806,0,1,1.0,0.801,0.768,0.382,0.5477,0.7277,0.8825,0.9314,0.6961,9.1026,32.17,0.309,444,2.2,30.91,93.4
kprcnn-adamiak-v2,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.5,56,74,53,0.946,5.4,36,0.6792,0.6607,0.6699,36,0.6792,0.6429,0.6606,0,1,1.0,0.801,0.768,0.5797,0.6709,0.8061,0.9004,0.9398,0.7778,9.6379,33.05,0.286,444,2.2,24.09,93.4
kprcnn-adamiak-v2,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.7,56,45,36,0.643,35.7,32,0.8889,0.5714,0.6957,32,0.8889,0.5714,0.6957,0,0,0.75,0.801,0.742,0.7438,0.8038,0.8709,0.9184,0.9471,0.8575,10.5428,34.57,0.253,444,2.2,16.37,93.4
kprcnn-adamiak-v2,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,unseen,0,1,0.3,42,81,59,1.405,40.5,33,0.5593,0.7857,0.6535,33,0.5593,0.7857,0.6535,0,0,0.8333,1.013,0.838,0.3647,0.4109,0.6567,0.8504,0.9039,0.6445,9.0824,30.98,0.471,1079,6.257,9.43,180.3
kprcnn-adamiak-v2,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,unseen,0,1,0.5,42,51,39,0.929,7.1,28,0.7179,0.6667,0.6914,28,0.7179,0.6667,0.6914,0,0,0.6905,1.013,0.848,0.593,0.6706,0.8236,0.8877,0.9361,0.7787,10.4735,32.46,0.487,1079,6.257,6.23,180.3
kprcnn-adamiak-v2,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,unseen,0,1,0.7,42,32,28,0.667,33.3,22,0.7857,0.5238,0.6286,22,0.7857,0.5238,0.6286,0,0,0.4524,1.013,0.86,0.7472,0.7919,0.8641,0.9028,0.9443,0.8496,10.6667,32.64,0.56,1079,6.257,4.47,180.3
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.3,105,122,92,0.876,12.4,54,0.587,0.5143,0.5482,54,0.587,0.5143,0.5482,0,0,0.6476,1.137,0.994,0.3547,0.4701,0.6673,0.8865,0.9466,0.6729,9.086,29.81,0.343,4116,19.644,4.68,573.4
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.5,105,89,65,0.619,38.1,45,0.6923,0.4286,0.5294,45,0.6923,0.4286,0.5294,0,0,0.4571,1.137,1.013,0.5751,0.6422,0.824,0.9264,0.97,0.7895,10.1553,30.98,0.331,4116,19.644,3.31,573.4
kprcnn-adamiak-v2,Tri-Cities-New_01_20260611,Tri-Cities (arid),unseen,0,1,0.7,105,56,43,0.41,59.0,33,0.7674,0.3143,0.4459,33,0.7674,0.3143,0.4459,0,0,0.2857,1.137,0.956,0.7714,0.8281,0.8929,0.9395,0.9767,0.8851,11.3804,32.62,0.345,4116,19.644,2.19,573.4
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.3,55,35,31,0.564,43.6,8,0.2581,0.1455,0.186,8,0.2581,0.1455,0.186,0,0,0.1636,0.995,0.956,0.3268,0.3432,0.4023,0.5841,0.8811,0.4958,5.4823,27.4,0.622,3645,20.149,1.54,490.3
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.5,55,10,10,0.182,81.8,6,0.6,0.1091,0.1846,6,0.6,0.1091,0.1846,0,0,0.1091,0.995,0.926,0.5756,0.6045,0.755,0.8816,0.899,0.7504,8.9449,31.17,0.396,3645,20.149,0.5,490.3
kprcnn-adamiak-v2,spokane-i90_01_20260622,Spokane (arid),unseen,0,1,0.7,55,5,5,0.091,90.9,5,1.0,0.0909,0.1667,5,1.0,0.0909,0.1667,0,0,0.0364,0.995,0.943,0.8415,0.8811,0.8818,0.8884,0.9521,0.8922,12.6917,34.24,0.147,3645,20.149,0.25,490.3
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.3,50,18,17,0.34,66.0,11,0.6471,0.22,0.3284,11,0.6471,0.22,0.3284,0,0,0.34,1.171,1.423,0.3476,0.422,0.4649,0.5899,0.8921,0.5373,6.1526,29.09,0.542,1947,11.149,1.52,285.0
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.5,50,7,7,0.14,86.0,4,0.5714,0.08,0.1404,4,0.5714,0.08,0.1404,0,0,0.1,1.171,1.368,0.5485,0.571,0.6803,0.8932,0.9115,0.7261,5.9047,22.67,0.542,1947,11.149,0.63,285.0
kprcnn-adamiak-v2,blaine-bellingham_02_20260528,blaine-bellingham/I-5-north,unseen,0,1,0.7,50,3,3,0.06,94.0,3,1.0,0.06,0.1132,3,1.0,0.06,0.1132,0,0,0.06,1.171,1.512,0.8899,0.8932,0.8986,0.9147,0.9244,0.9057,9.3997,31.96,0.332,1947,11.149,0.27,285.0
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.3,43,125,97,2.256,125.6,18,0.1856,0.4186,0.2571,18,0.1856,0.4186,0.2571,0,0,0.6977,1.953,1.059,0.3242,0.3519,0.4585,0.6724,0.845,0.5226,5.5914,30.48,1.03,2198,12.694,7.64,367.0
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.5,43,52,43,1.0,0.0,16,0.3721,0.3721,0.3721,16,0.3721,0.3721,0.3721,0,0,0.2791,1.953,1.077,0.5332,0.6032,0.6774,0.8305,0.9033,0.7134,7.4821,30.49,0.706,2198,12.694,3.39,367.0
kprcnn-adamiak-v2,Yakima-Toppenish_04_20260620,Yakima (arid),unseen,0,1,0.7,43,20,20,0.465,53.5,13,0.65,0.3023,0.4127,13,0.65,0.3023,0.4127,0,0,0.093,1.953,1.103,0.7204,0.7796,0.8476,0.8916,0.9355,0.838,9.0036,31.97,0.533,2198,12.694,1.58,367.0
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.3,31,108,90,2.903,190.3,9,0.1,0.2903,0.1488,9,0.1,0.2903,0.1488,0,0,0.6129,6.986,1.003,0.315,0.3426,0.3922,0.5281,0.6939,0.4545,4.5111,30.41,1.607,2196,12.668,7.1,371.8
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.5,31,30,26,0.839,16.1,4,0.1538,0.129,0.1404,4,0.1538,0.129,0.1404,0,0,0.3226,6.986,0.996,0.5277,0.553,0.65,0.7337,0.7859,0.6585,5.7922,31.05,1.126,2196,12.668,2.05,371.8
kprcnn-adamiak-v2,Yakima-Toppenish_02_20260509,Yakima (arid),unseen,0,1,0.7,31,9,9,0.29,71.0,4,0.4444,0.129,0.2,4,0.4444,0.129,0.2,0,0,0.129,6.986,0.996,0.7227,0.7363,0.742,0.8002,0.903,0.7868,7.6167,35.02,1.065,2196,12.668,0.71,371.8
