model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,80,1,0.13183,268.36,91.95,284.17,100.29,15.82,8.34,131.98,280.38,97.24,276.43,95.96,281.37,97.88,-2.3831,-0.5229,7.7905,1.6282,1.179,3.54,4.157,5.305,0.784,1.077,327.0,693961.15,5155784.28,693949.29,5155788.13,693964.12,5155782.35,175.01,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,80,0,0.09688,270.16,97.15,283.27,105.41,13.11,8.27,108.37,280.16,98.64,276.88,102.27,281.14,98.97,-3.6463,-0.569,7.7096,1.1648,1.037,3.11,4.896,5.393,0.908,4.492,341.4,693960.48,5155780.09,693950.64,5155769.18,693963.43,5155779.1,156.19,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,80,0,0.06997,272.34,107.47,285.17,116.3,12.84,8.83,113.3,281.39,110.58,278.09,110.58,282.04,114.17,-2.5193,5.7484,9.8555,4.3615,3.656,10.97,3.291,5.342,0.616,3.238,280.4,693964.16,5155744.26,693954.28,5155744.26,693966.13,5155733.48,131.08,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,80,0,0.06732,271.41,102.71,283.92,111.09,12.52,8.38,104.94,281.45,109.64,277.83,109.0,281.12,106.09,-3.7289,3.657,8.3128,2.747,3.563,10.69,3.68,4.39,0.838,3.548,95.3,693964.36,5155747.07,693953.49,5155749.01,693963.37,5155757.72,135.88,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,120,1,0.20277,274.85,141.42,289.43,151.41,14.58,9.99,145.55,277.67,146.92,282.31,148.25,285.95,144.25,-4.4219,-1.1895,15.6294,3.3393,8.7,26.1,4.825,5.407,0.892,2.687,17.8,693953.0,5155635.25,693966.92,5155631.26,693977.85,5155643.24,22.44,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,120,0,0.17792,274.46,135.04,288.82,147.82,14.35,12.78,183.42,285.39,138.48,280.83,141.1,286.37,144.05,-4.4599,0.3689,16.4698,4.1263,5.656,16.97,5.266,6.281,0.838,4.952,280.0,693976.18,5155660.56,693962.48,5155652.7,693979.11,5155643.85,41.99,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,120,0,0.13322,276.9,151.5,291.43,161.56,14.52,10.06,146.14,279.71,159.45,283.34,157.18,279.38,154.26,6.0916,4.7113,3.9632,4.9221,5.204,15.61,4.283,4.922,0.87,3.768,93.6,693959.13,5155597.64,693970.02,5155604.46,693958.14,5155613.22,18.41,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,120,0,0.10412,277.26,140.55,290.28,162.0,13.02,21.45,279.33,287.52,156.88,283.28,152.92,286.21,144.34,5.2491,2.8272,16.7829,8.2864,12.605,37.82,5.796,9.065,0.639,3.801,95.9,693982.55,5155605.36,693969.85,5155617.23,693978.64,5155642.97,14.05,26,1,2.523
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,240,120,0,0.05229,276.0,157.38,292.44,168.79,16.44,11.41,187.55,279.78,160.15,283.4,163.08,288.99,165.69,6.2915,4.3097,5.7442,5.4485,10.746,32.24,4.657,6.169,0.755,0.648,329.0,693959.35,5155595.55,693970.2,5155586.75,693986.97,5155578.93,32.81,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,120,1,0.17909,285.95,144.01,293.82,158.87,7.87,14.86,117.01,287.75,156.39,289.06,152.1,286.77,145.49,4.4761,4.6466,12.0134,7.0454,10.94,32.82,4.489,6.992,0.642,1.693,95.2,693983.25,5155606.83,693987.19,5155619.71,693980.3,5155639.52,4.56,26,1,1.198
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,120,0,0.09378,285.0,139.79,296.54,150.56,11.54,10.78,124.33,296.38,139.95,291.1,145.83,286.82,145.18,-5.2377,-3.0197,14.7956,2.1794,10.895,32.68,7.897,4.335,1.822,2.628,208.7,694009.13,5155656.15,693993.31,5155638.51,693980.45,5155640.47,23.88,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,120,0,0.05893,302.29,146.88,309.49,159.77,7.2,12.89,92.81,309.32,147.05,306.71,152.67,303.76,149.36,-4.7584,-3.4959,6.858,-0.4654,6.025,18.07,6.199,4.427,1.4,4.183,202.6,694047.97,5155634.86,694040.12,5155618.0,694031.28,5155627.91,56.25,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,160,1,0.40302,303.61,178.4,309.29,195.56,5.68,17.16,97.47,305.97,181.87,306.92,187.48,307.55,192.76,-4.2604,9.8757,12.9635,6.1929,11.002,33.01,5.689,5.317,1.07,0.133,278.2,694037.92,5155530.4,694040.76,5155513.57,694042.65,5155497.73,117.66,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,160,0,0.14688,283.76,194.67,295.41,203.11,11.65,8.43,98.22,285.92,201.65,288.92,198.08,292.58,196.13,-5.0372,1.0502,9.8077,1.9403,8.643,25.93,4.658,4.146,1.124,0.837,39.6,693977.77,5155471.06,693986.75,5155481.77,693997.74,5155487.6,134.84,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,160,0,0.09284,303.23,191.02,310.2,204.28,6.98,13.26,92.47,310.04,198.48,307.71,198.81,307.38,193.18,-4.9281,4.9309,13.8592,4.6207,5.931,17.79,2.349,5.643,0.416,2.227,116.6,694050.11,5155480.56,694043.13,5155479.56,694042.14,5155496.46,149.27,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,160,0,0.06612,291.85,191.49,299.73,204.83,7.88,13.34,105.18,299.57,201.74,296.29,198.16,293.33,196.21,-5.5685,-2.2269,7.6097,-0.0619,8.34,25.02,4.858,3.543,1.371,0.5,138.4,694018.71,5155470.78,694008.86,5155481.52,693999.99,5155487.38,137.34,,0,
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,280,160,0,0.05888,301.18,182.64,312.9,191.75,11.72,9.12,106.86,312.74,182.8,307.2,188.01,307.53,191.59,-4.5958,3.8996,6.0168,1.7735,10.218,30.65,7.601,3.596,2.114,2.106,239.3,694058.21,5155527.59,694041.6,5155511.97,694042.58,5155501.23,119.47,,0,
