model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,0.3,80,299,136,1.7,70.0,42,0.3088,0.525,0.3889,42,0.3088,0.525,0.3889,0,0,0.95,3.449,1.286,0.4066,0.5325,0.752,0.9561,0.9862,0.7296,2.3986,30.07,0.31,912,4.44,30.63,145.3
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,0.5,80,213,104,1.3,30.0,41,0.3942,0.5125,0.4457,41,0.3942,0.5125,0.4457,0,0,0.8125,3.449,1.284,0.5903,0.6956,0.8883,0.9678,0.9913,0.827,2.8818,31.39,0.302,912,4.44,23.42,145.3
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,0.7,80,141,77,0.963,3.8,38,0.4935,0.475,0.4841,38,0.4935,0.475,0.4841,0,0,0.4625,3.449,1.295,0.7444,0.8261,0.9485,0.979,0.9927,0.905,3.1997,31.7,0.266,912,4.44,17.34,145.3
kprcnn-warmup-v1,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.3,89,279,125,1.404,40.4,50,0.4,0.573,0.4711,50,0.4,0.5618,0.4673,0,1,0.7753,1.532,1.14,0.431,0.6162,0.8217,0.9031,0.9862,0.7493,3.155,32.56,0.348,937,4.548,27.48,142.2
kprcnn-warmup-v1,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.5,89,199,105,1.18,18.0,45,0.4286,0.5169,0.4686,45,0.4286,0.5056,0.4639,0,1,0.5618,1.532,1.076,0.6121,0.7166,0.8387,0.9333,0.989,0.8197,3.4059,32.97,0.356,937,4.548,23.09,142.2
kprcnn-warmup-v1,Tacoma-Centralia_02_20260602,Centralia/I-5-south,trained,1,1,0.7,89,136,82,0.921,7.9,40,0.4878,0.4494,0.4678,40,0.4878,0.4494,0.4678,0,0,0.3596,1.532,1.072,0.7561,0.8267,0.8768,0.952,0.9919,0.8778,3.6539,33.19,0.37,937,4.548,18.03,142.2
kprcnn-warmup-v1,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.3,56,211,87,1.554,55.4,31,0.3563,0.5714,0.4389,31,0.3563,0.5536,0.4336,0,1,0.7679,11.577,0.907,0.4207,0.5757,0.7504,0.8786,0.9557,0.7236,3.3711,32.52,0.309,444,2.2,39.55,79.6
kprcnn-warmup-v1,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.5,56,157,72,1.286,28.6,27,0.375,0.5,0.4286,27,0.375,0.4821,0.4219,0,1,0.5893,11.577,0.911,0.576,0.6963,0.8105,0.9117,0.973,0.7908,3.5646,32.5,0.315,444,2.2,32.73,79.6
kprcnn-warmup-v1,Centralia_01_20260511,Centralia/I-5-south,trained,1,1,0.7,56,91,52,0.929,7.1,17,0.3269,0.3036,0.3148,17,0.3269,0.3036,0.3148,0,0,0.3036,11.577,0.917,0.7447,0.7803,0.8706,0.9378,0.9901,0.8628,3.7101,33.24,0.252,444,2.2,23.64,79.6
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.3,42,254,120,2.857,185.7,31,0.2583,0.7381,0.3827,31,0.2583,0.7381,0.3827,0,0,0.9048,1.019,1.083,0.3684,0.4766,0.7064,0.8923,0.9901,0.6825,1.9484,28.44,0.327,1079,6.257,19.18,146.3
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.5,42,156,83,1.976,97.6,27,0.3253,0.6429,0.432,27,0.3253,0.6429,0.432,0,0,0.7143,1.019,1.126,0.6016,0.7012,0.8068,0.9509,0.9947,0.8079,2.3741,28.24,0.327,1079,6.257,13.26,146.3
kprcnn-warmup-v1,auburn-snoqualmie_03_20260614,auburn-snoqualmie/I-90,trained,1,1,0.7,42,103,62,1.476,47.6,27,0.4355,0.6429,0.5192,27,0.4355,0.6429,0.5192,0,0,0.4286,1.019,1.126,0.7336,0.7974,0.8856,0.9827,0.995,0.8768,2.8177,28.88,0.313,1079,6.257,9.91,146.3
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.3,105,548,291,2.771,177.1,68,0.2337,0.6476,0.3434,68,0.2337,0.6476,0.3434,0,0,0.7143,1.128,0.907,0.3665,0.4862,0.6953,0.8672,0.9643,0.6785,1.3526,26.83,0.281,4116,19.644,14.81,492.5
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.5,105,367,212,2.019,101.9,64,0.3019,0.6095,0.4038,64,0.3019,0.6095,0.4038,0,0,0.5238,1.128,0.909,0.5769,0.6636,0.7934,0.9134,0.9781,0.7832,1.8302,27.44,0.229,4116,19.644,10.79,492.5
kprcnn-warmup-v1,Tri-Cities-New_01_20260611,Tri-Cities (arid),trained,1,1,0.7,105,220,143,1.362,36.2,54,0.3776,0.5143,0.4355,54,0.3776,0.5143,0.4355,0,0,0.3714,1.128,0.932,0.7306,0.7892,0.8707,0.9475,0.9835,0.8662,2.1374,27.8,0.205,4116,19.644,7.28,492.5
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.3,55,246,155,2.818,181.8,38,0.2452,0.6909,0.3619,38,0.2452,0.6909,0.3619,0,0,0.5818,1.135,0.942,0.3559,0.4131,0.5778,0.8246,0.9732,0.62,0.0945,23.11,0.509,3645,20.149,7.69,424.2
kprcnn-warmup-v1,spokane-i90_01_20260622,Spokane (arid),trained,1,1,0.5,55,150,96,1.745,74.5,35,0.3646,0.6364,0.4636,35,0.3646,0.6364,0.4636,0,0,0.4,1.135,0.948,0.5307,0.6246,0.7358,0.9253,0.9802,0.7619,0.984,26.19,0.328,3645,20.149,4.76,424.2
