model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,120,0,1,0.15304,169.36,40.02,177.23,56.29,7.87,16.27,128.03,171.49,53.47,173.13,49.48,174.77,44.84,4.4744,1.4273,0.4493,2.117,9.235,27.7,4.309,4.929,0.874,0.118,69.2,693634.47,5155915.59,693639.39,5155927.55,693644.31,5155941.49,464.09,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,160,0,1,0.06286,168.55,43.9,176.62,54.0,8.06,10.1,81.4,170.97,52.21,172.59,49.6,174.52,45.69,-0.1213,0.5344,-1.4593,-0.3488,7.417,22.25,3.064,4.361,0.703,0.17,61.4,693632.92,5155919.38,693637.76,5155927.2,693643.56,5155938.92,465.07,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,0,1,0.11004,261.22,26.21,276.47,36.37,15.24,10.16,154.86,272.32,35.55,269.01,31.62,263.71,33.25,-0.0633,1.7372,-8.5737,-2.2999,8.915,26.75,5.143,5.549,0.927,2.948,165.1,693936.97,5155969.35,693927.03,5155981.15,693911.13,5155976.24,368.99,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,0,0,0.06521,263.57,43.19,276.42,52.42,12.85,9.24,118.7,274.27,46.32,270.32,47.64,273.94,49.95,1.3669,1.5781,-6.1485,-1.0679,3.644,10.93,4.168,4.297,0.97,3.818,264.8,693942.82,5155937.04,693930.96,5155933.08,693941.83,5155926.15,320.9,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,0,0,0.05368,267.45,21.69,274.76,39.54,7.3,17.85,130.4,271.93,36.4,271.27,31.44,269.94,24.5,3.9783,1.584,-0.2944,1.756,12.066,36.2,5.003,7.068,0.708,0.164,99.5,693935.8,5155966.8,693933.81,5155981.68,693929.82,5156002.51,368.53,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,120,40,1,0.10526,169.12,42.46,178.86,57.32,9.74,14.86,144.67,171.23,54.18,173.5,49.89,175.12,44.94,2.9883,0.5414,0.8012,1.4436,10.032,30.1,4.856,5.212,0.932,0.427,67.2,693633.69,5155913.45,693640.5,5155926.33,693645.37,5155941.19,462.45,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,160,40,1,0.24185,168.12,40.67,177.54,55.02,9.42,14.35,135.13,170.88,52.57,172.51,49.31,174.78,44.75,5.6448,1.1001,-0.3083,2.1455,8.742,26.23,3.642,5.099,0.714,0.0,63.5,693632.65,5155918.29,693637.52,5155928.07,693644.34,5155941.76,465.83,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,40,1,0.06895,263.41,40.58,276.9,54.98,13.49,14.4,194.36,274.43,45.33,270.15,47.62,274.43,51.55,1.3071,1.1601,-6.2765,-1.2698,6.22,18.66,4.853,5.808,0.836,4.278,270.0,693943.3,5155940.02,693930.46,5155933.15,693943.3,5155921.36,321.05,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,80,1,0.06309,272.2,106.79,285.36,115.4,13.16,8.6,113.17,281.91,114.9,277.96,110.6,281.91,115.23,-2.7471,-4.3716,-4.9358,-4.0182,0.331,0.99,5.838,6.085,0.959,3.948,270.0,693965.72,5155731.3,693953.88,5155744.2,693965.72,5155730.31,131.11,,0,
kprcnn-warmup-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,120,1,0.57399,275.11,155.52,290.96,170.44,15.86,14.92,236.58,288.15,159.33,280.89,163.31,288.48,165.96,4.9052,2.3882,-2.8487,1.4816,6.64,19.92,8.285,8.047,1.03,7.456,272.9,693984.46,5155598.01,693962.66,5155586.08,693985.45,5155578.12,37.15,,0,
