model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,0,1,0.08888,261.5,26.23,275.33,37.54,13.82,11.31,156.41,272.2,35.38,268.25,31.72,264.63,31.72,1.0625,-2.4465,-6.1479,-2.5107,8.409,25.23,5.385,3.621,1.487,1.576,154.2,693936.6,5155969.87,693924.75,5155980.85,693913.89,5155980.85,369.05,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,0,0,0.05566,266.21,23.19,274.63,39.35,8.42,16.16,136.07,272.2,36.55,271.55,30.94,269.93,23.36,2.6249,-2.284,-2.1525,-0.6039,13.388,40.16,5.645,7.758,0.728,0.311,99.7,693936.59,5155966.35,693934.65,5155983.17,693929.79,5156005.93,369.89,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,270,0,1,0.18129,270.0,22.84,272.41,35.5,2.41,12.66,30.49,271.66,35.0,270.76,31.0,270.45,23.34,-0.7277,-0.1939,-3.876,-1.5992,11.722,35.17,4.099,7.669,0.534,0.488,95.9,693934.98,5155971.01,693932.27,5155983.01,693931.36,5156005.99,370.05,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,270,0,0,0.16949,270.0,23.92,274.85,40.46,4.85,16.54,80.25,271.78,36.32,271.13,31.03,270.81,24.08,2.3762,-0.2504,-6.1733,-1.3492,12.278,36.83,5.332,6.954,0.767,0.227,94.5,693935.34,5155967.03,693933.4,5155982.91,693932.43,5156003.75,369.8,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,270,0,0,0.06165,270.34,25.07,273.61,35.86,3.26,10.79,35.23,271.81,35.37,270.83,30.79,271.49,27.52,0.6201,-1.8026,-5.8151,-2.3326,7.857,23.57,4.683,3.335,1.404,0.788,92.4,693935.44,5155969.88,693932.5,5155983.62,693934.46,5155993.43,370.63,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,30,1,0.06588,265.29,30.0,275.45,36.84,10.17,6.84,69.54,272.01,35.7,268.08,31.47,271.68,36.68,0.9435,-2.455,-8.6402,-3.3839,1.031,3.09,5.781,6.339,0.912,5.078,251.5,693936.03,5155968.9,693924.23,5155981.6,693935.05,5155965.96,369.87,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,270,30,1,0.14298,270.0,30.53,276.08,39.75,6.08,9.22,56.08,272.08,35.96,270.8,31.35,272.72,37.94,1.9472,-4.4042,-7.6337,-3.3636,2.078,6.23,4.787,6.863,0.697,0.203,287.9,693936.24,5155968.11,693932.4,5155981.95,693938.16,5155962.18,368.99,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,270,30,0,0.06824,270.1,33.05,274.61,38.23,4.51,5.18,23.37,270.91,36.13,272.52,34.83,271.55,37.42,0.6295,-6.6804,-6.5182,-4.1897,1.446,4.34,2.067,2.763,0.748,2.02,296.5,693932.72,5155967.62,693937.55,5155971.51,693934.65,5155963.74,357.95,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,60,1,0.07619,259.05,60.28,269.56,72.07,10.51,11.79,123.89,267.76,61.1,264.47,65.36,269.4,68.96,-2.8938,-1.7986,-6.2411,-3.6445,8.028,24.08,5.376,6.103,0.881,4.086,281.8,693923.27,5155892.69,693913.42,5155879.92,693928.2,5155869.12,272.62,,0,
kprcnn-nojitter-v1,Yakima-Toppenish_03_20260614,Yakima (arid),trained,1,1,240,90,1,0.12002,261.49,101.57,275.73,116.89,14.24,15.32,218.14,273.24,110.73,268.94,109.39,263.97,108.4,-8.1632,0.9823,-1.1782,-2.7864,9.561,28.68,4.506,5.067,0.889,0.242,165.9,693939.73,5155743.82,693926.82,5155747.82,693911.91,5155750.81,143.12,,0,
