model_id,scene,corridor,split,trained_on,labelled,window_x,window_y,is_window_top1,score,box_x0,box_y0,box_x1,box_y1,box_w_px,box_h_px,box_area_px,kp_blue_x,kp_blue_y,kp_red_x,kp_red_y,kp_green_x,kp_green_y,kp_score_blue,kp_score_red,kp_score_green,kp_score_mean,streak_len_px,streak_len_m,seg_blue_red_px,seg_red_green_px,spacing_ratio,collinearity_px,bearing_deg,blue_utm_x,blue_utm_y,red_utm_x,red_utm_y,green_utm_x,green_utm_y,dist_to_nearest_label_m,matched_label_idx,matched_bool,kp_err_px
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,0,0,1,0.30395,16.58,15.55,32.0,24.6,15.42,9.05,139.58,29.21,21.21,25.93,20.24,19.04,20.89,0.2004,2.7874,3.3654,2.1177,10.177,30.53,3.422,6.921,0.494,0.865,178.2,499302.63,5211380.37,499292.79,5211383.28,499272.12,5211381.34,4924.69,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,20,0,1,0.5106,20.0,16.83,33.54,24.34,13.54,7.51,101.73,31.07,20.91,27.1,20.26,20.5,21.57,0.8045,2.4481,-0.6065,0.882,10.59,31.77,4.017,6.734,0.597,0.896,183.5,499308.2,5211381.26,499296.3,5211383.22,499276.49,5211379.3,4921.47,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,80,20,1,0.33484,94.91,36.64,107.13,49.04,12.22,12.4,151.46,104.65,44.63,101.35,43.0,96.73,41.37,-0.1994,2.793,-0.998,0.5319,8.569,25.71,3.683,4.902,0.751,0.251,157.6,499528.96,5211310.11,499519.05,5211315.0,499505.19,5211319.9,4690.91,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,80,20,0,0.20895,89.23,24.54,105.37,34.69,16.14,10.15,163.75,92.36,26.99,95.32,28.63,101.58,26.34,-3.0308,0.2703,-1.4145,-1.3917,9.246,27.74,3.386,6.664,0.508,1.842,4.1,499492.07,5211363.02,499500.97,5211358.11,499519.74,5211364.98,4725.87,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,80,40,1,0.21762,94.15,40.0,107.06,48.2,12.91,8.2,105.94,104.91,45.09,101.26,43.45,95.3,40.82,1.0954,1.6663,-1.1349,0.5423,10.508,31.52,3.995,6.513,0.613,0.021,156.0,499529.72,5211308.74,499518.79,5211313.66,499500.91,5211321.54,4690.57,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,100,60,1,0.30895,111.83,60.0,124.83,70.63,13.0,10.63,138.23,114.92,62.16,117.52,64.49,121.75,68.14,1.5943,2.4805,0.8414,1.6387,9.075,27.22,3.489,5.587,0.624,0.036,318.8,499559.76,5211257.52,499567.56,5211250.54,499580.24,5211239.58,4619.56,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,200,140,1,0.17489,206.7,156.2,219.07,172.0,12.37,15.8,195.46,210.12,159.99,212.4,163.61,216.3,169.2,-0.809,2.0654,0.004,0.4201,11.099,33.3,4.278,6.824,0.627,0.126,303.9,499845.35,5210964.04,499852.19,5210953.18,499863.91,5210936.39,4238.57,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,200,160,1,0.1685,224.21,178.05,232.0,188.28,7.79,10.23,79.68,227.29,180.85,228.59,183.16,230.21,178.21,-1.6269,1.2534,-6.6295,-2.3343,3.937,11.81,2.65,5.209,0.509,2.584,42.1,499896.88,5210901.44,499900.78,5210894.51,499905.64,5210909.36,4171.09,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,200,160,0,0.0928,210.09,160.0,219.4,174.45,9.31,14.45,134.48,212.92,160.16,213.91,165.42,217.57,170.67,-3.5572,0.0496,-1.1912,-1.5662,11.492,34.48,5.348,6.401,0.835,1.216,293.9,499853.75,5210963.51,499856.74,5210947.75,499867.71,5210931.98,4232.27,,0,
kprcnn-warmup-v1,Tacoma-Centralia_01_20260429,Centralia/I-5-south,held-out:temporal,0,1,220,160,1,0.1653,222.35,175.8,237.01,189.79,14.66,13.99,205.08,226.52,180.63,228.52,182.96,234.18,186.95,-0.8138,3.5503,-2.2078,0.1762,9.939,29.82,3.071,6.933,0.443,0.525,320.5,499894.55,5210902.12,499900.55,5210895.13,499917.54,5210883.14,4171.54,,0,
